pgNo,startX,startY,endX,endY,w,h,fntSize,txtColor,txtFnt,pgW,pgH,topMargin,bottomMargin,leftMargin,rightMargin,o,docName,label
3,235.2,656.23,239.12,659.52,3.92,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,656.23,181.9200024,235.2,356.0800122,T,Boparais.pdf,Undefined
3,240.96,656.23,245.43,659.52,4.47,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,656.23,181.9200024,240.96,349.7700122,A,Boparais.pdf,Undefined
3,245.28,656.23,249.44,659.52,4.16,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,656.23,181.9200024,245.28,345.7600122,C,Boparais.pdf,Undefined
3,249.6,656.23,253.52,659.52,3.92,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,656.23,181.9200024,249.6,341.6800122,T,Boparais.pdf,Undefined
3,255.36,656.23,259.45,659.52,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,656.23,181.9200024,255.36,335.7500122,2,Boparais.pdf,Undefined
3,259.68,656.23,263.77,659.52,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,656.23,181.9200024,259.68,331.4300122,0,Boparais.pdf,Undefined
3,264,656.23,268.09,659.52,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,656.23,181.9200024,264,327.1100122,1,Boparais.pdf,Undefined
3,268.32,656.23,272.41,659.52,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,656.23,181.9200024,268.32,322.7900122,7,Boparais.pdf,Undefined
3,370.56,555.91,374.65,559.2,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,555.91,282.2400024,370.56,220.5500122,5,Boparais.pdf,Undefined
3,374.88,555.91,376.96,559.2,2.08,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,555.91,282.2400024,374.88,218.2400122,",",Boparais.pdf,Undefined
3,376.8,555.91,380.89,559.2,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,555.91,282.2400024,376.8,214.3100122,4,Boparais.pdf,Undefined
3,381.12,555.91,385.21,559.2,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,555.91,282.2400024,381.12,209.9900122,8,Boparais.pdf,Undefined
3,385.44,555.91,389.53,559.2,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,555.91,282.2400024,385.44,205.6700122,4,Boparais.pdf,Undefined
3,389.76,555.91,391.84,559.2,2.08,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,555.91,282.2400024,389.76,203.3600122,.,Boparais.pdf,Undefined
3,391.68,555.91,395.77,559.2,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,555.91,282.2400024,391.68,199.4300122,0,Boparais.pdf,Undefined
3,396,555.91,400.09,559.2,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,555.91,282.2400024,396,195.1100122,0,Boparais.pdf,Undefined
3,126.72,628.87,131.22,632.16,4.5,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,126.72,463.9800122,R,Boparais.pdf,Undefined
3,131.04,628.87,135.72,632.16,4.68,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,131.04,459.4800122,U,Boparais.pdf,Undefined
3,135.84,628.87,140.06,632.16,4.22,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,135.84,455.1400122,P,Boparais.pdf,Undefined
3,140.16,628.87,144.09,632.16,3.93,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,140.16,451.1100122,E,Boparais.pdf,Undefined
3,144,628.87,147.93,632.16,3.93,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,144,447.2700122,E,Boparais.pdf,Undefined
3,147.84,628.87,151.93,632.16,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,147.84,443.2700122,S,Boparais.pdf,Undefined
3,154.08,628.87,158.17,632.16,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,154.08,437.0300122,S,Boparais.pdf,Undefined
3,158.4,628.87,161.54,632.16,3.14,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,158.4,433.6600122,I,Boparais.pdf,Undefined
3,161.28,628.87,165.67,632.16,4.39,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,161.28,429.5300122,X,Boparais.pdf,Undefined
3,167.52,628.87,171.44,632.16,3.92,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,167.52,423.7600122,T,Boparais.pdf,Undefined
3,171.36,628.87,176.18,632.16,4.82,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,171.36,419.0200122,H,Boparais.pdf,Undefined
3,176.16,628.87,181.06,632.16,4.9,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,176.16,414.1400122,O,Boparais.pdf,Undefined
3,181.44,628.87,186.12,632.16,4.68,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,181.44,409.0800122,U,Boparais.pdf,Undefined
3,186.24,628.87,190.33,632.16,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,186.24,404.8700122,S,Boparais.pdf,Undefined
3,190.56,628.87,195.03,632.16,4.47,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,190.56,400.1700122,A,Boparais.pdf,Undefined
3,194.88,628.87,199.75,632.16,4.87,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,194.88,395.4500122,N,Boparais.pdf,Undefined
3,199.68,628.87,204.46,632.16,4.78,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,199.68,390.7400122,D,Boparais.pdf,Undefined
3,206.4,628.87,210.14,632.16,3.74,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,206.4,385.0600122,F,Boparais.pdf,Undefined
3,210.24,628.87,215.14,632.16,4.9,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,210.24,380.0600122,O,Boparais.pdf,Undefined
3,215.52,628.87,220.2,632.16,4.68,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,215.52,375.0000122,U,Boparais.pdf,Undefined
3,220.32,628.87,224.82,632.16,4.5,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,220.32,370.3800122,R,Boparais.pdf,Undefined
3,226.56,628.87,231.38,632.16,4.82,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,226.56,363.8200122,H,Boparais.pdf,Undefined
3,231.36,628.87,236.04,632.16,4.68,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,231.36,359.1600122,U,Boparais.pdf,Undefined
3,236.16,628.87,241.03,632.16,4.87,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,236.16,354.1700122,N,Boparais.pdf,Undefined
3,240.96,628.87,245.74,632.16,4.78,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,240.96,349.4600122,D,Boparais.pdf,Undefined
3,245.76,628.87,250.26,632.16,4.5,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,245.76,344.9400122,R,Boparais.pdf,Undefined
3,250.08,628.87,254.01,632.16,3.93,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,250.08,341.1900122,E,Boparais.pdf,Undefined
3,253.92,628.87,258.7,632.16,4.78,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,253.92,336.5000122,D,Boparais.pdf,Undefined
3,260.64,628.87,264.73,632.16,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,260.64,330.4700122,S,Boparais.pdf,Undefined
3,264.96,628.87,268.89,632.16,3.93,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,264.96,326.3100122,E,Boparais.pdf,Undefined
3,268.8,628.87,273.19,632.16,4.39,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,268.8,322.0100122,V,Boparais.pdf,Undefined
3,273.12,628.87,277.05,632.16,3.93,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,273.12,318.1500122,E,Boparais.pdf,Undefined
3,276.96,628.87,281.83,632.16,4.87,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,276.96,313.3700122,N,Boparais.pdf,Undefined
3,281.76,628.87,285.68,632.16,3.92,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,281.76,309.5200122,T,Boparais.pdf,Undefined
3,285.6,628.87,289.84,632.16,4.24,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,285.6,305.3600122,Y,Boparais.pdf,Undefined
3,292.32,628.87,297.22,632.16,4.9,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,292.32,297.9800122,O,Boparais.pdf,Undefined
3,297.6,628.87,302.47,632.16,4.87,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,297.6,292.7300122,N,Boparais.pdf,Undefined
3,302.4,628.87,306.33,632.16,3.93,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,302.4,288.8700122,E,Boparais.pdf,Undefined
3,308.16,628.87,313.06,632.16,4.9,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,308.16,282.1400122,O,Boparais.pdf,Undefined
3,313.44,628.87,318.31,632.16,4.87,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,313.44,276.8900122,N,Boparais.pdf,Undefined
3,318.24,628.87,321.91,632.16,3.67,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,318.24,273.2900122,L,Boparais.pdf,Undefined
3,322.08,628.87,326.32,632.16,4.24,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,322.08,268.8800122,Y,Boparais.pdf,Undefined
3,377.76,628.87,382.43,632.16,4.67,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,377.76,212.7700122,G,Boparais.pdf,Undefined
3,382.56,628.87,385.42,632.16,2.86,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,382.56,209.7800122,r,Boparais.pdf,Undefined
3,385.44,628.87,389.28,632.16,3.84,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,385.44,205.9200122,a,Boparais.pdf,Undefined
3,389.28,628.87,393.38,632.16,4.1,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,389.28,201.8200122,n,Boparais.pdf,Undefined
3,393.12,628.87,397.15,632.16,4.03,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,393.12,198.0500122,d,Boparais.pdf,Undefined
3,398.88,628.87,402.8,632.16,3.92,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,398.88,192.4000122,T,Boparais.pdf,Undefined
3,402.72,628.87,406.67,632.16,3.95,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,402.72,188.5300122,o,Boparais.pdf,Undefined
3,406.56,628.87,409.18,632.16,2.62,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,406.56,186.0200122,t,Boparais.pdf,Undefined
3,408.96,628.87,412.8,632.16,3.84,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,408.96,182.4000122,a,Boparais.pdf,Undefined
3,412.8,628.87,414.76,632.16,1.96,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,628.87,209.2800024,412.8,180.4400122,l,Boparais.pdf,Undefined
3,458.88,629.56,463.31,633.12,4.43,3.56,7.12,-16777216,VerdanaBold,595.2000122,841.4400024,629.56,208.3200024,458.88,131.8900122,6,Boparais.pdf,Undefined
3,463.2,629.56,465.45,633.12,2.25,3.56,7.12,-16777216,VerdanaBold,595.2000122,841.4400024,629.56,208.3200024,463.2,129.7500122,",",Boparais.pdf,Undefined
3,465.6,629.56,470.03,633.12,4.43,3.56,7.12,-16777216,VerdanaBold,595.2000122,841.4400024,629.56,208.3200024,465.6,125.1700122,4,Boparais.pdf,Undefined
3,469.92,629.56,474.35,633.12,4.43,3.56,7.12,-16777216,VerdanaBold,595.2000122,841.4400024,629.56,208.3200024,469.92,120.8500122,7,Boparais.pdf,Undefined
3,474.24,629.56,478.67,633.12,4.43,3.56,7.12,-16777216,VerdanaBold,595.2000122,841.4400024,629.56,208.3200024,474.24,116.5300122,1,Boparais.pdf,Undefined
3,478.56,629.56,480.81,633.12,2.25,3.56,7.12,-16777216,VerdanaBold,595.2000122,841.4400024,629.56,208.3200024,478.56,114.3900122,.,Boparais.pdf,Undefined
3,480.96,629.56,485.39,633.12,4.43,3.56,7.12,-16777216,VerdanaBold,595.2000122,841.4400024,629.56,208.3200024,480.96,109.8100122,0,Boparais.pdf,Undefined
3,485.28,629.56,489.71,633.12,4.43,3.56,7.12,-16777216,VerdanaBold,595.2000122,841.4400024,629.56,208.3200024,485.28,105.4900122,0,Boparais.pdf,Undefined
3,359.04,610.63,362.18,613.92,3.14,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,610.63,227.5200024,359.04,233.0200122,I,Boparais.pdf,Undefined
3,361.92,610.63,366.59,613.92,4.67,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,610.63,227.5200024,361.92,228.6100122,G,Boparais.pdf,Undefined
3,366.72,610.63,370.81,613.92,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,610.63,227.5200024,366.72,224.3900122,S,Boparais.pdf,Undefined
3,371.04,610.63,374.96,613.92,3.92,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,610.63,227.5200024,371.04,220.2400122,T,Boparais.pdf,Undefined
3,376.8,610.63,382.35,613.92,5.55,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,610.63,227.5200024,376.8,212.8500122,@,Boparais.pdf,Undefined
3,384.48,610.63,388.57,613.92,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,610.63,227.5200024,384.48,206.6300122,1,Boparais.pdf,Undefined
3,388.8,610.63,392.89,613.92,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,610.63,227.5200024,388.8,202.3100122,8,Boparais.pdf,Undefined
3,393.12,610.63,400.44,613.92,7.32,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,610.63,227.5200024,393.12,194.7600122,%,Boparais.pdf,Undefined
3,361.44,619.75,365.94,623.04,4.5,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,619.75,218.4000024,361.44,229.2600122,R,Boparais.pdf,Undefined
3,365.76,619.75,370.66,623.04,4.9,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,619.75,218.4000024,365.76,224.5400122,O,Boparais.pdf,Undefined
3,371.04,619.75,375.72,623.04,4.68,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,619.75,218.4000024,371.04,219.4800122,U,Boparais.pdf,Undefined
3,375.84,619.75,380.71,623.04,4.87,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,619.75,218.4000024,375.84,214.4900122,N,Boparais.pdf,Undefined
3,380.64,619.75,385.42,623.04,4.78,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,619.75,218.4000024,380.64,209.7800122,D,Boparais.pdf,Undefined
3,387.36,619.75,392.26,623.04,4.9,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,619.75,218.4000024,387.36,202.9400122,O,Boparais.pdf,Undefined
3,392.64,619.75,396.38,623.04,3.74,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,619.75,218.4000024,392.64,198.8200122,F,Boparais.pdf,Undefined
3,396.48,619.75,400.22,623.04,3.74,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,619.75,218.4000024,396.48,194.9800122,F,Boparais.pdf,Undefined
3,126.72,565.03,130.94,568.32,4.22,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,565.03,273.1200024,126.72,464.2600122,P,Boparais.pdf,Undefined
3,131.04,565.03,134.78,568.32,3.74,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,565.03,273.1200024,131.04,460.4200122,F,Boparais.pdf,Undefined
3,136.8,565.03,141.67,568.32,4.87,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,565.03,273.1200024,136.8,453.5300122,N,Boparais.pdf,Undefined
3,141.6,565.03,145.55,568.32,3.95,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,565.03,273.1200024,141.6,449.6500122,o,Boparais.pdf,Undefined
3,145.44,565.03,147.52,568.32,2.08,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,565.03,273.1200024,145.44,447.6800122,.,Boparais.pdf,Undefined
3,149.28,565.03,151.6,568.32,2.32,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,565.03,273.1200024,149.28,443.6000122,:,Boparais.pdf,Undefined
3,153.6,565.03,159.05,568.32,5.45,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,565.03,273.1200024,153.6,436.1500122,M,Boparais.pdf,Undefined
3,158.88,565.03,163.7,568.32,4.82,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,565.03,273.1200024,158.88,431.5000122,H,Boparais.pdf,Undefined
3,163.68,565.03,167.65,568.32,3.97,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,565.03,273.1200024,163.68,427.5500122,/,Boparais.pdf,Undefined
3,167.52,565.03,171.61,568.32,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,565.03,273.1200024,167.52,423.5900122,2,Boparais.pdf,Undefined
3,171.84,565.03,175.93,568.32,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,565.03,273.1200024,171.84,419.2700122,2,Boparais.pdf,Undefined
3,176.16,565.03,180.25,568.32,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,565.03,273.1200024,176.16,414.9500122,8,Boparais.pdf,Undefined
3,180.48,565.03,184.57,568.32,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,565.03,273.1200024,180.48,410.6300122,7,Boparais.pdf,Undefined
3,184.8,565.03,188.89,568.32,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,565.03,273.1200024,184.8,406.3100122,9,Boparais.pdf,Undefined
3,126.72,572.71,130.65,576,3.93,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,126.72,464.5500122,E,Boparais.pdf,Undefined
3,130.56,572.71,134.65,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,130.56,460.5500122,S,Boparais.pdf,Undefined
3,134.88,572.71,138.02,576,3.14,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,134.88,457.1800122,I,Boparais.pdf,Undefined
3,139.68,572.71,144.55,576,4.87,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,139.68,450.6500122,N,Boparais.pdf,Undefined
3,144.48,572.71,148.43,576,3.95,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,144.48,446.7700122,o,Boparais.pdf,Undefined
3,148.32,572.71,150.4,576,2.08,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,148.32,444.8000122,.,Boparais.pdf,Undefined
3,152.16,572.71,154.48,576,2.32,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,152.16,440.7200122,:,Boparais.pdf,Undefined
3,156.48,572.71,160.57,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,156.48,434.6300122,3,Boparais.pdf,Undefined
3,160.8,572.71,164.89,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,160.8,430.3100122,4,Boparais.pdf,Undefined
3,165.12,572.71,167.88,576,2.76,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,165.12,427.3200122,-,Boparais.pdf,Undefined
3,168,572.71,172.09,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,168,423.1100122,0,Boparais.pdf,Undefined
3,172.32,572.71,176.41,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,172.32,418.7900122,0,Boparais.pdf,Undefined
3,176.64,572.71,179.4,576,2.76,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,176.64,415.8000122,-,Boparais.pdf,Undefined
3,179.52,572.71,183.61,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,179.52,411.5900122,0,Boparais.pdf,Undefined
3,183.84,572.71,187.93,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,183.84,407.2700122,0,Boparais.pdf,Undefined
3,188.16,572.71,192.25,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,188.16,402.9500122,6,Boparais.pdf,Undefined
3,192.48,572.71,196.57,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,192.48,398.6300122,0,Boparais.pdf,Undefined
3,196.8,572.71,200.89,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,196.8,394.3100122,6,Boparais.pdf,Undefined
3,201.12,572.71,205.21,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,201.12,389.9900122,9,Boparais.pdf,Undefined
3,205.44,572.71,208.2,576,2.76,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,205.44,387.0000122,-,Boparais.pdf,Undefined
3,208.32,572.71,212.41,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,208.32,382.7900122,0,Boparais.pdf,Undefined
3,212.64,572.71,216.73,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,212.64,378.4700122,0,Boparais.pdf,Undefined
3,216.96,572.71,221.05,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,216.96,374.1500122,0,Boparais.pdf,Undefined
3,221.28,572.71,224.04,576,2.76,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,221.28,371.1600122,-,Boparais.pdf,Undefined
3,224.16,572.71,228.25,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,224.16,366.9500122,1,Boparais.pdf,Undefined
3,228.48,572.71,232.57,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,228.48,362.6300122,0,Boparais.pdf,Undefined
3,232.8,572.71,236.89,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,232.8,358.3100122,1,Boparais.pdf,Undefined
3,237.12,572.71,241.21,576,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,572.71,265.4400024,237.12,353.9900122,8,Boparais.pdf,Undefined
3,126.72,580.39,130.94,583.68,4.22,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,126.72,464.2600122,P,Boparais.pdf,Undefined
3,131.04,580.39,135.51,583.68,4.47,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,131.04,459.6900122,A,Boparais.pdf,Undefined
3,135.36,580.39,140.23,583.68,4.87,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,135.36,454.9700122,N,Boparais.pdf,Undefined
3,142.08,580.39,146.95,583.68,4.87,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,142.08,448.2500122,N,Boparais.pdf,Undefined
3,146.88,580.39,150.83,583.68,3.95,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,146.88,444.3700122,o,Boparais.pdf,Undefined
3,150.72,580.39,152.8,583.68,2.08,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,150.72,442.4000122,.,Boparais.pdf,Undefined
3,154.56,580.39,156.88,583.68,2.32,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,154.56,438.3200122,:,Boparais.pdf,Undefined
3,158.88,580.39,163.35,583.68,4.47,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,158.88,431.8500122,A,Boparais.pdf,Undefined
3,163.2,580.39,167.67,583.68,4.47,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,163.2,427.5300122,A,Boparais.pdf,Undefined
3,167.52,580.39,171.99,583.68,4.47,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,167.52,423.2100122,A,Boparais.pdf,Undefined
3,171.84,580.39,176,583.68,4.16,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,171.84,419.2000122,C,Boparais.pdf,Undefined
3,176.16,580.39,180.54,583.68,4.38,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,176.16,414.6600122,B,Boparais.pdf,Undefined
3,180.48,580.39,184.57,583.68,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,180.48,410.6300122,9,Boparais.pdf,Undefined
3,184.8,580.39,188.89,583.68,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,184.8,406.3100122,8,Boparais.pdf,Undefined
3,189.12,580.39,193.21,583.68,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,189.12,401.9900122,1,Boparais.pdf,Undefined
3,193.44,580.39,197.53,583.68,4.09,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,193.44,397.6700122,0,Boparais.pdf,Undefined
3,197.76,580.39,202.43,583.68,4.67,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,580.39,257.7600024,197.76,392.7700122,G,Boparais.pdf,Undefined
3,126.72,588.07,131.19,591.36,4.47,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,588.07,250.0800024,126.72,464.0100122,A,Boparais.pdf,Undefined
3,131.04,588.07,136.49,591.36,5.45,3.29,6.57,-16777216,VerdanaBold,595.2000122,841.4400024,588.07,250.0800024,131.04,458.7100122,M,Boparais.pdf,Undefined
